full_id,direction,longitude,latitude
n8678265785,forward,13.426705,52.5428773
n10221294631,backward,13.554924,52.4060776
n9660692306,forward,13.5375571,52.4349993
n10125344510,forward,13.2610005,52.5083312
n7623230862,,13.4276792,52.474815
n9972057976,forward,13.5554725,52.5134642
n10578808952,backward,13.3785329,52.5290688
n8807132703,backward,13.4621554,52.4328121
n11396807448,backward,13.3328478,52.4744322
n10880782862,backward,13.4826693,52.5562333
n10287150296,forward,13.3882916,52.5186997
n10671852184,backward,13.4372711,52.5033469
n11396807446,backward,13.3328257,52.4734584
n10830006840,forward,13.611665,52.5142034
n12141180659,forward,13.3709008,52.5110858
n10008317461,forward,13.5265203,52.4844723
n5453718500,backward,13.205427,52.4241979
n10060008655,backward,13.5635062,52.498223
n10765272826,backward,13.5535951,52.5094473
n197340972,forward,13.4275693,52.5185338
n10693195171,backward,13.4854698,52.523068
n10573075401,forward,13.4319674,52.5356365
n10603147648,forward,13.4486123,52.5530258
n10653989827,forward,13.3667577,52.4353178
n10768145859,backward,13.525131,52.4955135
n8881562206,forward,13.3468098,52.5473798
n10694935469,forward,13.5460165,52.554899
n10595463256,forward,13.4237103,52.5561915
n10031695019,forward,13.4198422,52.5248874
n10035442717,forward,13.5285695,52.5698425
n11396807451,backward,13.3325872,52.4761035
n10062827243,forward,13.6095089,52.5160616
n11371302789,forward,13.4175581,52.6073363
n10585651103,backward,13.4110174,52.5539061
n9837765386,forward,13.5599199,52.4421012
n10747680595,forward,13.5048949,52.6300604
n10175009609,backward,13.5840835,52.4836427
n10666189693,forward,13.4726573,52.5552612
n10225258971,forward,13.42756,52.4209396
n9662591187,forward,13.149393,52.5542228
n7063271162,forward,13.2549009,52.5162158
n9855126638,forward,13.3811384,52.6330399
n10156821884,backward,13.5921981,52.5290978
n10982264906,backward,13.3147506,52.5107225
n11364167418,backward,13.4612672,52.5085858
n7063271163,backward,13.2549965,52.5159199
n10213524862,backward,13.6348125,52.447673
n9295446788,backward,13.5489553,52.5578386
n11072280145,backward,13.4387988,52.4521866
n11388172594,backward,13.3830685,52.4339073
n10222888809,forward,13.5059022,52.4183639
n10211553459,forward,13.5069668,52.4383167
n10603419747,forward,13.4507644,52.5522903
n10958980028,backward,13.3477863,52.5899291
n10060007129,forward,13.5623672,52.5001378
n10187666049,backward,13.4788613,52.5073615
n10883722259,backward,13.3852821,52.5023817
n11608530482,forward,13.4022879,52.4118431
n11363624141,backward,13.4434081,52.5119541
n10214913111,backward,13.4301267,52.4146732
n10789312655,backward,13.629485,52.520017
n5470019216,backward,13.4799206,52.4284188
n10294833183,forward,13.5033001,52.5759685
n10597908194,forward,13.4275663,52.5606489
n11228312653,forward,13.3787813,52.5052854
n11375516340,backward,13.4996968,52.6311173
n9896925262,forward,13.4732366,52.6125197
n10600408517,forward,13.4549147,52.5593522
n10026743994,backward,13.4921341,52.541849
n10287205948,backward,13.389204,52.5146402
n9602441683,backward,13.1416358,52.5326617
n10057478897,forward,13.5899934,52.4802184
n9987302251,backward,13.5256183,52.4815632
n9977260757,forward,13.5097456,52.5464326
n10287056967,forward,13.3907853,52.51575
n12039816195,forward,13.4669183,52.5971722
n9965210135,backward,13.5420524,52.5352544
n10586207587,forward,13.38874,52.5502258
n10059966397,forward,13.5614399,52.5089186
n9522085624,forward,13.4906344,52.6380223
n10895333213,forward,13.5427448,52.4500601
n10823615310,backward,13.6178928,52.5119451
n10007016265,backward,13.5171583,52.4857655
n8439733740,backward,13.6215912,52.5248073
n9566071384,backward,13.1973003,52.5603104
n10219369907,forward,13.5186886,52.5059511
n10598448795,forward,13.4313929,52.5608853
n10687514171,forward,13.5116029,52.5055365
n10183225430,forward,13.5034032,52.509567
n10870362592,backward,13.4864686,52.4496171
n10220457477,backward,13.3364266,52.4676763
n10556328226,backward,13.7255299,52.4308033
n8710421892,forward,13.415874,52.527367
n8583532454,backward,13.537925,52.5268627
n10763656574,backward,13.4031179,52.5289311
n10017737000,backward,13.5384716,52.5545249
n10209854739,backward,13.4915332,52.4207428
n11077233644,,13.3521209,52.5739123
n10982242888,backward,13.3174049,52.5120725
n9522078496,backward,13.4862873,52.6410961
n8483674283,forward,13.5660063,52.5343232
n10049195313,backward,13.5643206,52.5724242
n4406799372,forward,13.3802841,52.519751
n10578881148,,13.3719189,52.5207487
n9855071266,forward,13.3901732,52.6185597
n10593366432,backward,13.4361431,52.5078324
n10598754221,forward,13.4477468,52.5551573
n10536841613,backward,13.4549424,52.5210781
n9557889434,forward,13.5747631,52.3979602
n9387200533,backward,13.5873764,52.4041648
n10979909932,,13.3406002,52.4884476
n9667267914,forward,13.6206901,52.5306284
n10031420516,backward,13.4250663,52.5279808
n8443495103,backward,13.6148585,52.517293
n9545581700,forward,13.4929626,52.5668968
n9986355829,forward,13.541793,52.4750541
n10211553458,backward,13.5074042,52.4383314
n9977236029,forward,13.5078154,52.5462533
n9953880724,forward,13.620252,52.5385727
n10981841410,forward,13.462053,52.5506214
n9965947234,backward,13.5549783,52.5341686
n9521511569,backward,13.4796173,52.6437936
n3508651027,forward,13.4334708,52.597226
n10813983432,backward,13.6618042,52.4123723
n10979969470,forward,13.351999,52.480012
n8701377739,backward,13.4258451,52.5424003
n11037441965,forward,13.4121659,52.5682994
n9365035848,forward,13.5645388,52.4386435
n9025141865,backward,13.5684107,52.5132389
n9962999146,forward,13.5474986,52.5094464
n10287240226,backward,13.3896101,52.5130072
n10281692084,backward,13.3446693,52.5382796
n10543475043,,13.5138254,52.4647623
n9979578882,forward,13.5088862,52.5485084
n10554044137,forward,13.6966959,52.4413392
n10694935471,forward,13.545235,52.5537378
n10221161891,backward,13.5584969,52.4061182
n10222969514,backward,13.4958149,52.4177549
n8908636243,forward,13.4062858,52.5539677
n10682794878,backward,13.5093994,52.5017116
n9821383051,backward,13.3345518,52.4984024
n9979822672,backward,13.5119871,52.5545823
n10169226193,forward,13.6001392,52.5261834
n9896508301,forward,13.4710807,52.6154821
n6481777429,forward,13.3969587,52.4888547
n10214646754,forward,13.5601802,52.4865835
n10679732470,backward,13.4841125,52.4477599
n10170688985,forward,13.6155069,52.5183362
n10268628559,forward,13.334934,52.4679114
n10885733095,backward,13.4054767,52.5052597
n10713475913,forward,13.4775598,52.5604575
n10553907080,forward,13.6892258,52.4409301
n10056159190,forward,13.6006049,52.501878
n2920715568,forward,13.4446603,52.5011893
n9961766525,backward,13.5503541,52.5526471
n10200970895,backward,13.5581843,52.5296364
n9551032703,forward,13.5674322,52.5053717
n10682794875,forward,13.510949,52.5039191
n10055095013,forward,13.5923342,52.5103226
n10268589246,forward,13.3361668,52.4674285
n9551021062,forward,13.4669063,52.6150541
n8443534267,forward,13.6185085,52.5215486
n8512471723,backward,13.6026843,52.5384414
n10609414439,forward,13.4123722,52.5452656
n10175852367,forward,13.5916109,52.5414796
n9973792089,forward,13.5708813,52.5432743
n10287885402,backward,13.4210833,52.5096548
n11396807442,backward,13.3331844,52.4715054
n10168761571,forward,13.5978534,52.5285147
n10885930323,backward,13.3815299,52.5005802
n1940602046,backward,13.4527457,52.5083597
n10833309696,forward,13.5521212,52.4394822
n10599137857,backward,13.4569702,52.5608731
n10224733280,backward,13.3735191,52.520659
n9509976611,forward,13.5661853,52.5608852
n10289844661,forward,13.5264514,52.5630239
n10046391577,backward,13.5091589,52.5702255
n9852308730,backward,13.5568983,52.5572045
n10314740085,backward,13.4285228,52.5318991
n8655885695,forward,13.5603006,52.487618
n10542357597,backward,13.5130927,52.4834317
n3926833300,forward,13.4627739,52.5109142
n10219120402,backward,13.5215842,52.4799017
n10597908191,forward,13.4220869,52.55981
n10187887408,forward,13.4675074,52.5096284
n11396807445,forward,13.3325282,52.4724846
n10039601610,forward,13.3422851,52.518071
n10158812419,forward,13.5913054,52.5425035
n11274852617,backward,13.2733362,52.4999946
n10138985278,backward,13.4339275,52.5149826
n10010420052,forward,13.5584143,52.4556663
n8933265444,forward,13.5574152,52.5274232
n10048937504,forward,13.4446828,52.4263126
n9835343482,forward,13.3754994,52.5423746
n10039601616,backward,13.351003,52.5244924
n10586923574,backward,13.4128856,52.5443987
n10872945016,backward,13.4997051,52.4171982
n10217001998,,13.503487,52.4605895
n9358215801,forward,13.6435346,52.378117
n10872950590,,13.4966353,52.4158561
n4450458804,forward,13.4276265,52.5619883
n10015690184,forward,13.5150666,52.5572706
n11401068366,forward,-71.6231778,42.3554101
n10570256312,,13.4406084,52.5173011
n8614256824,forward,13.5639721,52.5565391
n8665037299,backward,13.4271442,52.5522355
n9975207453,forward,13.5439534,52.5451637
n11079179282,backward,13.3468974,52.4354533
n10134565150,backward,13.6209069,52.5310095
n9546672743,backward,13.4830389,52.5830116
n9544160510,backward,13.5217557,52.5541302
n10176069658,backward,13.6032787,52.5426282
n10208921483,forward,13.4573857,52.4226079
n10307904691,forward,13.6124175,52.4542275
n11371397752,forward,13.4320114,52.5903026
n8566728734,forward,13.5738341,52.5271739
n1369234858,forward,13.1833945,52.4849133
n443549337,backward,13.4000621,52.4170412
n10065618838,forward,13.5834698,52.5150945
n10030893711,forward,13.4462038,52.5313564
n10188320276,forward,13.4399032,52.5138451
n10562341909,backward,13.4600657,52.5150143
n11451525473,backward,13.3055004,52.4880981
n10286992781,forward,13.3910925,52.5139844
n9653834159,forward,13.544289,52.4246129
n2031592219,forward,13.5047736,52.44517
n10289305268,backward,13.4780383,52.5150486
n10211767912,backward,13.5122062,52.4488519
n10017646353,backward,13.5377646,52.5402421
n10175009610,forward,13.5838754,52.4835724
n10747964013,forward,13.4992428,52.6352283
n2459977301,backward,13.552984,52.3993497
n10213677757,,13.5934917,52.4532639
n9383799122,backward,13.5825996,52.3935545
n10784004593,backward,13.5824162,52.4845116
n11041692312,backward,13.3941029,52.5651272
n10055271173,backward,13.6092326,52.5110161
n10131968335,forward,13.622388,52.5358136
n10051074603,forward,13.5986302,52.5047342
n10550702438,forward,13.624628,52.4519261
n10814235032,forward,13.4971563,52.4417672
n10829693273,backward,13.6106283,52.5151657
n10895333212,backward,13.5430872,52.4501392
n11046147992,backward,13.1379999,52.4581965
n9111440980,forward,13.4828484,52.5266375
n9963063030,backward,13.5439821,52.5172097
n10712395575,forward,13.4946003,52.5598155
n2770436667,forward,13.6125707,52.4540419
n4891755893,backward,13.3737675,52.5235178
n10679663153,backward,13.5764442,52.4545381
n10214646748,forward,13.5637377,52.4857314
n10222820539,forward,13.5288823,52.4124017
n10287620819,forward,13.3971797,52.5052982
n10316937872,forward,13.4755815,52.5027253
n10554469895,backward,13.6941423,52.4411261
n11011811092,backward,13.4777722,52.4178826
n7593365421,backward,13.7064235,52.4338471
n9556346620,forward,13.5719788,52.4718463
n9665432264,backward,13.5172941,52.4446906
n10130130251,forward,13.6210156,52.5367479
n9952815378,forward,13.6459155,52.5229198
n10877155977,backward,13.5023659,52.498335
n3986464483,forward,13.3187658,52.4434602
n10307904695,forward,13.6074642,52.4531076
n10287240231,forward,13.389453,52.5120638
n9549576635,forward,13.431903,52.6143607
n9596518470,backward,13.5302076,52.5560171
n4450458807,forward,13.4277232,52.5619841
n10209463442,forward,13.4813036,52.4212073
n10172850211,backward,13.6046968,52.4866293
n10220839445,forward,13.5599294,52.4051214
n10814333930,forward,13.504168,52.440077
n268409465,,13.4410667,52.500684
n10536381285,backward,13.453719,52.5231603
n10597908150,forward,13.4146384,52.5571228
n10598475506,forward,13.4337475,52.5603259
n9977260740,backward,13.5039801,52.5466185
n11065058175,forward,13.3148633,52.4997797
n10692401566,backward,13.3794519,52.436276
n9666525739,backward,13.5082311,52.4503759
n10277175056,backward,13.4818221,52.5268571
n10154179610,forward,13.568621,52.4849551
n11371302826,forward,13.4142883,52.6091027
n10958913962,backward,13.3930819,52.5645292
n10219306335,forward,13.5209959,52.4951671
n8692260561,backward,13.5135228,52.5408413
n10033073876,backward,13.4995823,52.5263727
n10170775621,forward,13.6068521,52.5190305
n937964731,backward,13.4863716,52.4246175
n9805435790,backward,13.5924018,52.5474821
n10203253175,backward,13.6093019,52.5315807
n10118862928,backward,13.4971579,52.507906
n11097148665,,13.3298948,52.5129887
n5548926583,backward,13.5623137,52.4140923
n9841557680,backward,13.5480555,52.4379814
n9508165201,,13.4683087,52.5070247
n10569682056,forward,13.4491735,52.5178091
n12037530426,forward,13.5157908,52.4207652
n8665273186,backward,13.4221137,52.553161
n29941563,forward,13.326905,52.537052
n9544315365,forward,13.5057689,52.5515241
n9612226598,forward,13.5816106,52.5052962
n10159381195,backward,13.5589539,52.4700691
n10182040204,forward,13.5048319,52.5338447
n9357334195,forward,13.4153247,52.5475441
n10314493985,backward,13.4324287,52.5352776
n11505090771,backward,13.452879,52.4751755
n10183225429,backward,13.5036453,52.509788
n260752310,forward,13.3476825,52.5900438
n10560775284,backward,13.4187366,52.5402609
n10219120401,forward,13.5204506,52.4802057
n10814049932,forward,13.510096,52.4565615
n5687649053,,13.3351434,52.5564173
n7777895325,,13.1317089,52.3917613
n11375605918,forward,13.5161081,52.4924064
n11379812997,backward,13.3918007,52.4406668
n11400907651,backward,13.5173534,52.4714266
n10213735535,backward,13.5910362,52.4513848
n10744741791,forward,13.4779018,52.5308994
n11051136867,backward,13.4900322,52.6454513
n10762941329,backward,13.4031873,52.525031
n10828641293,backward,13.5083238,52.4065502
n3241729288,backward,13.462257,52.5312065
n9981080343,forward,13.5188507,52.5631453
n9983010221,backward,13.529131,52.5178468
n10172877389,forward,13.6030757,52.4844362
n9368057083,backward,13.5676274,52.4404441
n9896925266,backward,13.475608,52.6116468
n10617632384,forward,13.4217681,52.5356606
n8512876850,forward,13.5872777,52.5491678
n8726788260,backward,13.5375286,52.5367341
n9855071269,forward,13.3848562,52.6263653
n9968922236,forward,13.5670744,52.5558284
n10767661501,forward,13.5194652,52.4874138
n8895629636,backward,13.4609697,52.563914
n10166062504,forward,13.560862,52.4925774
n9162512567,backward,13.5440168,52.5168351
n10062775678,forward,13.612531,52.51135
n11333543058,forward,13.3374971,52.4732117
n4862634905,backward,13.4527178,52.539129
n10814045400,forward,13.5125378,52.4590183
n9557137684,backward,13.57602,52.4911097
n10134525272,backward,13.6218747,52.5328363
n10225258953,backward,13.4154234,52.4208702
n8663730130,forward,13.5745528,52.4251623
n8807132702,forward,13.4623643,52.4324822
n10188154642,forward,13.4529796,52.5123947
n10789312648,forward,13.6288728,52.5195565
n9378333038,backward,13.5703492,52.5558199
n442121663,forward,13.520273,52.5094355
n10055271204,forward,13.6064268,52.505082
n9982846751,backward,13.5253705,52.5146407
n10277175045,forward,13.4853521,52.5268316
n9852308732,forward,13.556643,52.5568997
n10587598971,forward,13.3729834,52.5622126
n10781714563,backward,13.6114444,52.4780624
n5184081674,forward,13.5012935,52.5607739
n9987302241,forward,13.5259634,52.4827307
n9650808230,backward,13.5681541,52.4029224
n10207700570,backward,13.5835934,52.4516088
n9523334879,backward,13.4915873,52.622226
n9378333044,forward,13.572508,52.550087
n10050187128,forward,13.5883009,52.5026396
n10653443804,forward,13.347329,52.553333
n8641569915,forward,13.5734255,52.4057895
n10134610337,backward,13.6248305,52.5278306
n9557889427,backward,13.5740944,52.4010647
n10549072886,forward,13.5882715,52.4202681
n10554469886,forward,13.693524,52.4412456
n10609414455,forward,13.4126122,52.5444248
n10196206501,forward,13.3881971,52.521862
n9761475988,forward,13.6055564,52.5142236
n10010690930,backward,13.5663051,52.445383
n11068027384,forward,13.3150659,52.5011117
n9383799120,backward,13.5756373,52.3941251
n8525571798,backward,13.5592573,52.5328395
n11069850284,forward,13.4408553,52.4823991
n9837765344,forward,13.557656,52.446823
n10188039532,backward,13.4654235,52.5094146
n11350249244,backward,13.3862869,52.4815431
n8325923784,,13.4415276,52.4808329
n8835908863,backward,13.4901883,52.4280089
n9544315478,backward,13.5025888,52.5562046
n10765646262,,13.5256425,52.4331084
n11592781729,backward,13.4058409,52.5111831
n8512471838,forward,13.5965763,52.5444415
n9523365213,forward,13.4942137,52.6124825
n11299990706,backward,13.326698,52.4964876
n10287706658,backward,13.4123856,52.5030987
n8914391619,forward,13.4458935,52.544662
n9817496913,backward,13.549565,52.4565388
n10187666022,forward,13.489522,52.5119692
n10049195314,forward,13.5644808,52.5722314
n9111473064,forward,13.2663459,52.5092026
n9982817014,forward,13.5202009,52.5135226
n10679730044,backward,13.5532539,52.4339938
n10015404239,backward,13.5052709,52.5629887
n9378333046,forward,13.5830894,52.5493975
n10316727723,backward,13.4736283,52.5032136
n9966951936,backward,13.564158,52.5188473
n9965415160,forward,13.5622593,52.5469285
n7816091233,forward,13.2910637,52.6329657
n8422265495,forward,13.5601316,52.5372743
n10885733038,forward,13.3994238,52.4981628
n11054890864,backward,13.4958648,52.6340497
n9357334194,backward,13.4152817,52.547445
n10316164871,backward,13.4681725,52.5225697
n9523211014,backward,13.491396,52.6377555
n11024182652,backward,13.2975236,52.4808209
n10601853893,backward,13.4371304,52.5547492
n10538650899,backward,13.4718194,52.5151026
n9660692309,forward,13.5328828,52.4336234
n9983010222,backward,13.5310199,52.5196789
n9838637676,backward,13.5352835,52.43976
n12095587724,forward,13.6034332,52.5418575
n11387638708,forward,13.4152046,52.4219092
n9378333041,forward,13.5695992,52.5607024
n11400925550,,13.5014855,52.4833015
n10205212592,backward,13.3431224,52.4758519
n3436417124,backward,13.4297983,52.5210616
n2916141677,backward,13.6326251,52.4471788
n8086881522,forward,13.3740827,52.5038442
n10079347297,forward,13.3430101,52.5318299
n10779199904,forward,13.5680928,52.4929889
n10057622108,backward,13.6089644,52.5007409
n12186022694,backward,13.2985632,52.6391362
n9970016800,backward,13.4787824,52.5334269
n9429827765,forward,13.5597974,52.4793867
n9567431321,forward,13.5802747,52.5018233
n10690128772,,13.4130659,52.5590536
n5304930338,backward,13.394501,52.4873671
n10281782499,forward,13.3435559,52.5318033
n9834967957,forward,13.2496494,52.5081205
n9551032704,forward,13.5654474,52.5071441
n10047395180,forward,13.5247962,52.5649032
n10830006827,forward,13.6120323,52.5140459
n11558041315,backward,13.4810954,52.4825108
n9520912092,backward,13.6488863,52.3757892
n10048463945,forward,13.5391432,52.5646299
n10892447870,backward,13.4315045,52.4219013
n6499784155,forward,13.4619505,52.5494616
n10017646354,forward,13.5378935,52.5405382
n10576069771,forward,13.4818622,52.5662604
n10607701243,forward,13.4136653,52.5587899
n10813862372,backward,13.5095268,52.4961774
n9803967031,forward,13.4757644,52.4759391
n10287944452,forward,13.421254,52.5098918
n11053614000,forward,13.3642953,52.5449777
n10598709290,forward,13.4435196,52.557607
n11024182650,,13.2989945,52.4806305
n10684929356,backward,13.5019388,52.5020269
n9546774135,backward,13.436844,52.5926052
n10218083155,forward,13.5069719,52.4653392
n10030793034,backward,13.4689538,52.5344863
n8462824604,,13.3686469,52.5057114
n9551032700,forward,13.5618316,52.5030725
n9852432970,forward,13.4202545,52.6061448
n9557889451,backward,13.5721077,52.3922472
n10156821890,forward,13.5901168,52.529548
n10734653613,forward,13.4669765,52.485225
n9580704728,backward,13.377045,52.520893
n10316164827,backward,13.4610615,52.5243187
n9488750027,backward,13.6298968,52.4254018
n28200229,forward,13.270399,52.5486526
n10561678200,,13.4771326,52.5136853
n10744581653,,13.5760225,52.4462827
n8666318475,backward,13.5219419,52.5259821
n10046391579,backward,13.506001,52.5727445
n11133422772,backward,13.3355573,52.5204071
n10198683805,backward,13.5923198,52.4384167
n10057811047,backward,13.5853587,52.5027847
n9852432959,forward,13.4310277,52.6022594
n4406799387,forward,13.365739,52.5424049
n10057663718,backward,13.6132051,52.4991143
n10287240227,forward,13.3893175,52.5129891
n10159522790,forward,13.5654084,52.4714495
n10828641276,forward,13.5100815,52.4045534
n11364618169,forward,13.4598152,52.4991043
n10556297477,forward,13.7188466,52.43741
n10031695047,backward,13.4027411,52.5280844
n9837765377,forward,13.5602168,52.4463255
n2955252894,backward,13.4113835,52.5186588
n5140377049,,13.3784749,52.477514
n2884462990,forward,13.4282248,52.5189872
n10572825614,backward,13.4560746,52.530888
n10661080499,forward,13.4318314,52.5202338
n8588678342,backward,13.5586437,52.5353166
n9544496597,forward,13.496678,52.5600652
n10770352733,forward,13.439036,52.533645
n9603860606,backward,13.4742612,52.4387818
n10031695020,forward,13.4187718,52.5244018
n11064239357,forward,13.306724,52.5134822
n11364167446,forward,13.4600444,52.5091081
n6041088927,forward,13.4379959,52.4881084
n10188309483,backward,13.4475965,52.5131574
n9665072590,backward,13.535054,52.4366366
n10213580193,backward,13.6220164,52.4466151
n8617975809,forward,13.5609019,52.5389544
n10172784849,backward,13.609332,52.4929743
n12001224073,forward,13.2951462,52.4500491
n8665041961,forward,13.4297989,52.5511221
n11397608010,forward,13.3510484,52.5583884
n9972057975,forward,13.5553125,52.5134939
n10570469992,backward,13.4290442,52.5194228
n10635336853,forward,13.458659,52.5066196
n8925306154,backward,13.5625081,52.5341254
n10009272635,backward,13.5388227,52.4577044
n11348300352,forward,13.4609135,52.5171401
n11371302812,,13.4164137,52.6078809
n10055115625,backward,13.5973345,52.5110289
n10548653729,forward,13.5852654,52.4278244
n11986941299,backward,13.4557444,52.5932518
n10948767589,backward,13.7007753,52.4662055
n9106769592,forward,13.3563401,52.4248662
n10033888256,backward,13.5447272,52.5697009
n10314876235,backward,13.4379158,52.5399837
n10558808729,backward,13.3178428,52.5177987
n10814049936,forward,13.512058,52.454655
n11387344791,forward,13.4159735,52.4076892
n10750432007,backward,13.4730811,52.6169011
n11451267535,forward,13.3201432,52.4813894
n9837879685,backward,13.5522312,52.4347731
n9852432960,backward,13.4307089,52.6023342
n10216179575,backward,13.4765075,52.4255596
n10542357604,backward,13.5171315,52.4818646
n10823586804,backward,13.6200032,52.5122644
n11158773909,backward,13.2779755,52.5182454
n10600516246,forward,13.4695469,52.5640084
n8731060619,backward,13.5551564,52.5156981
n9354650678,backward,13.5521639,52.4298673
n9383799119,backward,13.5729397,52.3932799
n10211218464,forward,13.513645,52.4293161
n10561375494,forward,13.493651,52.5160707
n10578808948,backward,13.3784588,52.5286
n10978027767,backward,13.5886752,52.4699053
n11069818547,forward,-71.5969627,42.3933674
n11141868231,,13.3060033,52.5258728
n10055975887,backward,13.6095111,52.5008264
n9969165757,backward,13.5123479,52.5381012
n11387638756,backward,13.4149988,52.4211807
n9546774134,forward,13.4365138,52.5924641
n9520912094,backward,13.6471137,52.3771853
n9551032701,backward,13.5687937,52.5061948
n10603039959,backward,13.4316363,52.5521463
n11387937008,forward,13.3847699,52.4221898
n10168084262,forward,13.564847,52.4931667
n10209854765,forward,13.4973065,52.4162507
n10761039224,forward,13.4117784,52.5281311
n8583532424,forward,13.5402086,52.5260761
n10225437045,backward,13.4404105,52.4174427
n10814012557,forward,13.5083719,52.4527465
n10296344473,backward,13.544357,52.5669479
n10055017379,backward,13.5898453,52.5092694
n10978245671,forward,13.595883,52.4772617
n10829693276,forward,13.6065574,52.5199569
n10538972937,,13.4773074,52.5004024
n10609414454,backward,13.4124534,52.5444406
n10811472936,forward,13.5160044,52.4880709
n10314449121,forward,13.4392109,52.5308875
n10561390026,forward,13.4923011,52.5164238
n9961670784,forward,13.5524836,52.5540563
n10275481416,backward,13.4733863,52.5231047
n3993216679,backward,13.3413534,52.4762078
n10170770203,forward,13.6146037,52.5173818
n10600514680,forward,13.4521985,52.5632237
n10281783834,forward,13.3504748,52.5326424
n9896925267,forward,13.4754485,52.6115162
n10781714578,forward,13.60457,52.4788878
n10314184181,backward,13.4266664,52.5386657
n8662694583,backward,13.5755135,52.4144989
n10134610351,backward,13.6280634,52.5296124
n9551021043,backward,13.4460158,52.6159109
n10556289083,backward,13.716798,52.4363681
n10603794621,backward,13.4463467,52.5500458
n8666295901,backward,13.5336415,52.5258222
n8541103712,backward,13.5465878,52.4008373
n10170799464,forward,13.599282,52.5236511
n8462792368,backward,13.6468377,52.5214578
n939341882,forward,13.4507961,52.5913524
n9295446789,backward,13.548663,52.5579322
n11296686939,backward,13.5192618,52.4540158
n10578808981,forward,13.3865734,52.52719
n11064239352,forward,13.3074643,52.5118752
n10172877361,backward,13.6038418,52.4854724
n10584468722,forward,13.452594,52.542713
n8517798312,backward,13.3074987,52.627096
n11364043269,forward,13.463348,52.5082881
n9544604595,backward,13.5220102,52.5671182
n10182113300,backward,13.5188786,52.5165097
n9977260742,backward,13.5079114,52.5465143
n10170688998,forward,13.6216101,52.5144479
n10217001999,,13.5039093,52.4608953
n9977260741,forward,13.5058306,52.546538
n8910886853,backward,13.4420061,52.5465689
n11091092244,backward,13.3009978,52.6156575
n10222897849,backward,13.5105142,52.4193996
n8517798314,forward,13.2902693,52.6334307
n11451450483,forward,13.3084373,52.4839029
n447779124,forward,13.342793,52.4759178
n9111434890,forward,13.2607323,52.508899
n10578403878,forward,13.3799272,52.5217135
n10584468735,forward,13.4501769,52.5435931
n10751054003,backward,13.4671714,52.597105
n11397608009,forward,13.3513428,52.5582287
n9544790577,forward,13.3948078,52.528063
n10957483556,backward,13.373303,52.5657724
n11037785172,backward,13.4025991,52.5654836
n10576164264,forward,13.4770222,52.5668279
n5784709286,,13.2183492,52.5086482
n10173883067,forward,13.6096776,52.4782471
n10880782858,backward,13.4829726,52.5549351
n8691126897,backward,13.5160871,52.5365672
n10188039557,backward,13.4630053,52.5112668
n11921932091,backward,13.3958499,52.4543196
n9005003703,forward,13.1846099,52.547687
n11311335718,backward,13.4999041,52.5311753
n11364547738,forward,13.4566151,52.5024226
n8337359987,forward,13.2925555,52.6313194
n9748830379,forward,13.4078611,52.5729525
n9852432963,backward,13.4263927,52.6031281
n10873163209,backward,13.4897488,52.4133004
n10773738946,forward,13.3959114,52.5325198
n10789288165,backward,13.6206065,52.4976772
n11039879076,forward,13.402957,52.5627463
n10597943340,forward,13.4256082,52.5602757
n459661988,forward,13.2622202,52.515656
n10211110874,forward,13.5058727,52.4267179
n10219089460,forward,13.5194478,52.4806414
n9667266586,backward,13.6155929,52.5321041
n10165915927,forward,13.5595895,52.4770235
n10063055265,backward,13.583666,52.5241898
n10206927627,backward,13.5825224,52.4427839
n10598989262,forward,13.45251,52.561483
n10692452234,backward,13.3588313,52.437101
n10203727580,forward,13.5290057,52.5287095
n10554763745,forward,13.7132408,52.4310202
n8511247297,backward,13.6116137,52.5400907
n10554502469,forward,13.6997811,52.4414192
n9853092089,backward,13.4172776,52.6053673
n9981186983,forward,13.5543441,52.5643232
n8672044879,forward,13.5798914,52.4182831
n9357334187,backward,13.4239222,52.543982
n10026233269,backward,13.499429,52.5348122
n10597908195,backward,13.4276081,52.5604774
n9319955659,backward,13.6427395,52.3774871
n10287205933,forward,13.3888465,52.5167306
n10814314773,forward,13.5030223,52.4433993
n9612235313,forward,13.586973,52.5115445
n10598989251,backward,13.4489985,52.5597293
n10158835923,backward,13.5895094,52.5448674
n9971709164,forward,13.5464366,52.5163344
n10550702442,forward,13.6250168,52.4512182
n10556297475,backward,13.7187025,52.4375156
n11037524826,forward,13.408023,52.5659631
n3213617891,forward,13.3918646,52.5113229
n8788510061,forward,13.5441641,52.5108661
n11057880601,forward,13.1321813,52.4507917
n10556350591,backward,13.7353265,52.4295439
n10556350590,backward,13.730963,52.4300462
n9966239574,backward,13.5664868,52.5203765
n10042425905,backward,13.4965352,52.5463428
n10603563968,forward,13.459866,52.5570795
n9354654659,backward,13.5550928,52.4325179
n10287435796,backward,13.3903356,52.5086017
n10006304613,backward,13.5233698,52.4957647
n10744664448,forward,13.5738442,52.457918
n8439795160,forward,13.6367011,52.520983
n11048845115,forward,13.1268411,52.4679309
n10603039998,forward,13.4345688,52.5535428
n9953159902,forward,13.6318734,52.5219711
n9966044004,backward,13.5488839,52.5340157
n10815673024,forward,13.4729253,52.4376369
n10750416602,backward,13.4739202,52.6176929
n10062945635,backward,13.5970601,52.5164212
n10596400427,backward,13.403821,52.5546013
n10288728122,forward,13.4281201,52.5176441
